cluster	x	y	z	intensity	temperature	label
Hydra	-32.6816	-21.5743	-29.6432	55.7384	372.5766	Hydra-04059
Orion	-34.9201	16.8873	3.6884	42.8469	355.2703	Orion-04060
Lyra	9.0775	-41.689	45.8121	64.7132	400.377	Lyra-04061
Cygnus	59.7645	38.8665	-33.0152	81.7863	425.209	Cygnus-04062
Hydra	-20.9334	-48.1356	-42.5861	73.5826	420.482	Hydra-04063
Orion	-32.2289	15.9948	19.3357	45.3772	358.0643	Orion-04064
Lyra	25.7534	-48.3252	22.133	63.9363	392.9423	Lyra-04065
Cygnus	65.6665	27.242	-45.8802	85.8269	438.5841	Cygnus-04066
Hydra	-17.6117	-47.2579	-41.4448	66.4055	399.2294	Hydra-04067
Orion	-46.9836	15.659	10.0329	57.5517	387.5374	Orion-04068
Lyra	33.1749	-40.7527	54.6676	77.347	423.0681	Lyra-04069
Cygnus	56.983	33.9536	-34.9523	79.7767	431.7256	Cygnus-04070
Hydra	-31.483	-31.6655	-23.7785	57.4019	380.851	Hydra-04071
Orion	-27.2279	17.1713	4.7553	39.3839	349.6347	Orion-04072
Lyra	36.435	-42.4776	69.8791	96.6625	461.8034	Lyra-04073
Cygnus	53.1843	34.4342	-27.2533	74.3174	421.387	Cygnus-04074
Hydra	-14.9244	-56.0918	-38.6605	77.2232	414.0289	Hydra-04075
Orion	-47.3079	19.5777	6.2496	59.0583	389.0912	Orion-04076
Lyra	8.845	-16.2353	53.2717	58.1366	383.3326	Lyra-04077
Cygnus	74.846	36.7926	-26.2851	89.5288	440.2201	Cygnus-04078
Hydra	1.8222	-37.9362	-26.8074	49.8244	371.821	Hydra-04079
Orion	-35.8184	33.4817	19.1057	56.7945	386.0041	Orion-04080
Lyra	30.7274	-26.2753	43.4108	59.7427	387.9725	Lyra-04081
Cygnus	74.5315	25.16	-19.0728	81.2783	431.731	Cygnus-04082
Hydra	-26.6211	-40.9874	-20.4856	60.4721	384.2395	Hydra-04083
Orion	-12.35	26.5217	18.8745	36.7817	341.8596	Orion-04084
Lyra	-8.3993	-34.8345	58.2468	70.4407	407.3003	Lyra-04085
Cygnus	58.0059	36.6757	-6.3094	74.8487	420.7495	Cygnus-04086
Hydra	-4.3387	-59.6611	-26.9531	67.3945	412.9035	Hydra-04087
Orion	-43.1368	18.5742	21.4587	54.1839	374.3179	Orion-04088
Lyra	29.4831	-26.5021	47.6038	62.8418	396.1589	Lyra-04089
Cygnus	39.8264	43.7055	-29.7864	67.978	415.3228	Cygnus-04090
Hydra	-12.357	-36.6099	-24.3307	49.9509	365.426	Hydra-04091
Orion	-66.7098	28.8314	33.2378	81.7895	429.5656	Orion-04092
Lyra	20.9284	-21.9526	41.4383	53.8491	375.6517	Lyra-04093
Cygnus	48.0019	30.9257	-30.4501	69.3175	409.6022	Cygnus-04094
Hydra	-45.9632	-37.3665	-29.5588	71.7406	403.1215	Hydra-04095
Orion	-38.9844	23.9599	19.0292	52.1411	385.172	Orion-04096
Lyra	22.7386	-23.9045	44.4972	59.8596	385.355	Lyra-04097
Cygnus	55.058	37.352	-21.5367	74.4401	403.4928	Cygnus-04098
Hydra	-25.3967	-41.0241	-68.2005	85.0316	424.201	Hydra-04099
Orion	-25.5353	4.6862	6.218	34.2746	344.8254	Orion-04100
Lyra	33.2179	-19.6549	62.7764	75.2494	417.8084	Lyra-04101
Cygnus	39.2354	27.909	-26.0951	63.579	403.1246	Cygnus-04102
Hydra	-9.3406	-45.8601	-41.5169	70.5331	406.9302	Hydra-04103
Orion	-67.1091	20.3188	16.1792	74.4668	419.3522	Orion-04104
Lyra	14.3149	-19.8693	61.9115	71.8128	410.3404	Lyra-04105
Cygnus	55.8756	41.2157	-25.8602	76.8341	424.6193	Cygnus-04106
Hydra	-7.0025	-58.6989	-34.803	72.6997	405.8735	Hydra-04107
Orion	-24.8919	14.134	9.729	33.7985	347.3815	Orion-04108
Lyra	13.478	-24.9957	33.7485	51.8119	375.8832	Lyra-04109
Cygnus	58.2935	24.946	-32.98	77.586	423.1158	Cygnus-04110
Hydra	-23.856	-42.0089	-49.7672	78.0408	416.8745	Hydra-04111
Orion	-26.527	23.5557	15.1741	41.94	353.765	Orion-04112
Lyra	3.866	-32.5158	47.7613	61.9835	392.0114	Lyra-04113
Cygnus	60.3122	25.9964	-24.0233	74.5852	413.5063	Cygnus-04114
Hydra	-29.4501	-30.4043	-48.2883	67.6799	392.5762	Hydra-04115
Orion	-43.5539	22.8345	-1.0218	49.4867	375.6013	Orion-04116
Lyra	26.5247	-34.2356	44.083	65.6208	402.8463	Lyra-04117
Cygnus	45.7504	28.6645	-35.498	70.606	412.3222	Cygnus-04118
Hydra	-6.3436	-44.6876	-40.397	61.6556	379.0274	Hydra-04119
Orion	-34.6989	15.3855	16.5734	49.136	374.0796	Orion-04120
Lyra	37.547	-39.2587	46.6684	78.5566	413.2308	Lyra-04121
Cygnus	32.848	34.0016	-33.0986	64.5509	397.9615	Cygnus-04122
Hydra	-24.9058	-57.057	-26.009	69.3177	406.7292	Hydra-04123
Orion	-48.9781	21.3152	16.9495	62.2824	383.5653	Orion-04124
Lyra	29.4522	-38.3418	34.7902	66.2412	399.9343	Lyra-04125
Cygnus	38.2705	56.2714	-25.9337	78.8629	423.0868	Cygnus-04126
Hydra	-20.2286	-40.8121	-26.0207	52.9867	367.2359	Hydra-04127
Orion	-52.4423	6.8136	13.8951	59.5837	377.0871	Orion-04128
Lyra	1.9135	-20.1207	56.4505	61.641	392.0635	Lyra-04129
Cygnus	55.9958	29.9697	-24.2067	76.6276	410.0758	Cygnus-04130
Hydra	-16.6914	-46.7983	-28.5897	62.5563	402.8031	Hydra-04131
Orion	-40.6804	7.9988	1.7505	46.5961	357.9111	Orion-04132
Lyra	14.3584	-32.2406	48.2417	66.0954	401.3465	Lyra-04133
Cygnus	74.0544	25.3211	-23.8692	82.6366	424.4157	Cygnus-04134
Hydra	-20.4033	-70.5036	-55.5136	94.7978	448.2786	Hydra-04135
Orion	-43.1613	29.8865	11.1789	60.1373	389.6819	Orion-04136
Lyra	10.1215	-36.6277	33.8885	51.7001	359.2234	Lyra-04137
Cygnus	56.1618	10.0167	-33.1079	71.3728	425.6194	Cygnus-04138
Hydra	-9.4785	-45.1702	-32.022	59.9416	379.7577	Hydra-04139
Orion	-30.8493	19.5156	17.9652	48.0609	374.0222	Orion-04140
Lyra	20.2629	-30.763	43.2041	58.2379	393.0198	Lyra-04141
Cygnus	62.8815	28.9672	-8.3729	72.2387	404.8636	Cygnus-04142
Hydra	-11.9508	-66.8192	-41.2214	85.6592	424.2692	Hydra-04143
Orion	-40.5289	15.5794	11.4295	49.1425	365.5739	Orion-04144
Lyra	21.6421	-31.6207	30.311	51.2967	361.2322	Lyra-04145
Cygnus	53.9138	33.0817	-16.6619	73.1852	406.8053	Cygnus-04146
Hydra	-16.5889	-66.8136	-22.3556	74.6545	419.6216	Hydra-04147
Orion	-38.024	-4.4518	-0.8557	44.1797	348.7027	Orion-04148
Lyra	21.6155	-30.6737	62.9815	74.3428	409.9723	Lyra-04149
Cygnus	71.6232	34.3004	-15.0011	81.2	433.1976	Cygnus-04150
Hydra	-13.8232	-49.1443	-43.183	71.5239	408.1251	Hydra-04151
Orion	-22.5438	6.4284	16.4742	30.0042	335.4234	Orion-04152
Lyra	33.8744	-13.4325	31.3395	54.9967	376.2889	Lyra-04153
Cygnus	64.0624	13.5799	-36.2275	80.7834	438.2962	Cygnus-04154
Hydra	-10.9499	-45.3148	-48.3985	70.2492	406.0695	Hydra-04155
Orion	-59.8826	11.8149	2.6967	61.7739	392.1871	Orion-04156
Lyra	6.1458	-34.0381	38.8032	57.3798	381.6781	Lyra-04157
Cygnus	66.2417	20.713	-21.0383	76.0503	422.8654	Cygnus-04158
Hydra	-15.542	-45.8072	-32.9818	64.1703	396.3265	Hydra-04159
Orion	-56.4152	21.2493	21.893	67.9282	384.1114	Orion-04160
Lyra	9.8112	-47.9102	42.6497	72.1171	413.9445	Lyra-04161
Cygnus	39.5785	38.896	-31.2019	68.3598	398.8379	Cygnus-04162
Hydra	-11.2161	-57.2891	-26.577	70.764	407.5139	Hydra-04163
Orion	-48.0376	34.5341	6.1326	65.3983	393.4919	Orion-04164
Lyra	14.8886	-26.045	47.1925	64.2552	395.9627	Lyra-04165
Cygnus	63.1594	26.7394	-24.9552	81.1706	429.9176	Cygnus-04166
Hydra	-27.7228	-49.6528	-28.1996	65.7251	389.7425	Hydra-04167
Orion	-55.9798	28.9443	34.5242	74.4998	414.1645	Orion-04168
Lyra	16.2355	-27.209	45.5616	55.874	371.4341	Lyra-04169
Cygnus	40.1085	42.3199	-37.4398	70.0046	409.2246	Cygnus-04170
Hydra	-33.4017	-48.5749	-54.3789	86.3184	445.9685	Hydra-04171
Orion	-24.997	15.4846	14.7448	40.7889	349.189	Orion-04172
Lyra	15.6448	-31.2701	36.1095	54.33	385.4241	Lyra-04173
Cygnus	40.2709	29.1015	-27.3957	60.4377	398.1285	Cygnus-04174
Hydra	11.4142	-46.1386	-33.6613	61.8711	393.0358	Hydra-04175
Orion	-63.1771	21.9445	23.0135	75.9963	415.6485	Orion-04176
Lyra	33.3413	-20.5723	31.5563	58.508	382.4934	Lyra-04177
Cygnus	77.1211	12.5117	-22.2882	83.5554	431.8478	Cygnus-04178
Hydra	-24.6496	-50.1174	-30.1583	69.0523	409.6211	Hydra-04179
Orion	-32.1352	18.5503	20.1801	50.6204	374.0257	Orion-04180
Lyra	15.3055	-33.633	50.9676	71.8208	405.6294	Lyra-04181
Cygnus	76.6072	16.794	-28.2051	91.5774	441.9381	Cygnus-04182
Hydra	-42.6544	-60.9454	-41.2806	91.8389	444.0647	Hydra-04183
Orion	-44.5955	-3.6808	0.4902	51.1409	376.3015	Orion-04184
Lyra	12.0282	-28.7147	55.7444	66.5586	396.5951	Lyra-04185
Cygnus	53.1917	37.2982	-7.8731	72.7081	415.2765	Cygnus-04186
Hydra	-4.2088	-54.5345	-29.4315	66.8632	402.6211	Hydra-04187
Orion	-35.3603	31.318	36.2871	63.1865	403.0788	Orion-04188
Lyra	45.2202	-27.3882	43.209	77.0888	420.6161	Lyra-04189
Cygnus	43.7584	7.0031	-15.8367	53.7829	383.434	Cygnus-04190
Hydra	3.9895	-38.0785	-34.9638	59.5256	378.3302	Hydra-04191
Orion	-25.7022	4.2401	3.7924	27.3881	327.6524	Orion-04192
Lyra	25.4143	-19.0895	39.7475	56.6137	381.9978	Lyra-04193
Cygnus	48.1152	27.9028	-33.6722	70.8187	403.4095	Cygnus-04194
Hydra	-12.8433	-53.1985	-25.3477	68.7704	412.673	Hydra-04195
Orion	-25.3293	33.2105	-0.7442	47.6146	379.629	Orion-04196
Lyra	28.507	-28.8118	39.8693	61.9856	395.3019	Lyra-04197
Cygnus	38.724	30.1173	-41.4936	69.8535	398.9419	Cygnus-04198
Hydra	-20.1981	-20.6413	-56.955	68.9739	411.9447	Hydra-04199
Orion	-27.436	16.2869	30.1	44.1691	351.5818	Orion-04200
Lyra	30.1246	-31.5635	27.3411	52.2572	371.4508	Lyra-04201
Cygnus	48.709	23.6738	-15.8055	60.093	385.5766	Cygnus-04202
Hydra	-6.5955	-39.3271	-59.0438	72.6245	403.4826	Hydra-04203
Orion	-39.4598	-4.2725	0.1882	47.337	357.1859	Orion-04204
Lyra	31.2568	-30.6529	56.7692	72.7737	408.4014	Lyra-04205
Cygnus	58.4129	36.1537	-17.4904	76.832	420.0331	Cygnus-04206
Hydra	-21.4756	-39.6567	-25.3626	56.2037	381.7281	Hydra-04207
Orion	-44.3246	15.6828	19.6742	52.9994	375.0697	Orion-04208
Lyra	32.8263	-25.3112	31.6268	53.4585	362.8837	Lyra-04209
Cygnus	44.9205	40.1641	-18.0268	63.5353	387.4165	Cygnus-04210
Hydra	-13.3774	-35.0244	-33.218	52.7754	376.6628	Hydra-04211
Orion	-37.4185	26.3044	21.4941	54.5747	378.1228	Orion-04212
Lyra	20.8182	-31.0472	42.2266	60.3905	395.0221	Lyra-04213
Cygnus	61.5215	27.1933	-21.3466	79.4474	426.1075	Cygnus-04214
Hydra	-0.4773	-53.3654	-37.3402	68.0257	396.1278	Hydra-04215
Orion	-39.5286	6.626	14.9353	51.5695	364.5863	Orion-04216
Lyra	12.4059	-47.7654	48.3127	75.3176	415.1643	Lyra-04217
Cygnus	60.3647	27.5272	-34.8232	77.3405	417.8953	Cygnus-04218
Hydra	-45.003	-26.5966	-12.8713	58.8611	388.4878	Hydra-04219
Orion	-42.4798	18.5012	0.0808	52.8942	383.3319	Orion-04220
Lyra	23.655	-36.5933	46.9322	70.5059	402.9003	Lyra-04221
Cygnus	42.6279	21.2905	-24.9133	62.0653	400.608	Cygnus-04222
Hydra	-6.2633	-43.1507	-36.9133	57.2315	383.3456	Hydra-04223
Orion	-41.4309	35.3712	20.6677	66.3	399.75	Orion-04224
Lyra	28.4943	-25.5632	62.4103	78.6529	422.7449	Lyra-04225
Cygnus	57.0899	15.7256	-15.678	61.4736	400.4054	Cygnus-04226
Hydra	-14.3424	-34.8922	-31.4193	55.741	370.1623	Hydra-04227
Orion	-32.112	20.026	19.9922	46.3949	359.697	Orion-04228
Lyra	33.6997	-34.4059	43.4046	68.837	402.7466	Lyra-04229
Cygnus	47.1517	27.7835	-30.4683	65.6796	405.6163	Cygnus-04230
Hydra	-6.8461	-47.6542	-39.6337	64.2187	386.7805	Hydra-04231
Orion	-39.3491	25.087	10.9374	48.4299	364.0328	Orion-04232
Lyra	35.5919	-1.5844	36.8757	55.8031	391.5614	Lyra-04233
Cygnus	48.1604	28.824	-23.4196	61.2003	383.8225	Cygnus-04234
Hydra	-20.1831	-55.1038	-53.3774	84.6973	434.1429	Hydra-04235
Orion	-28.1131	20.9289	21.5039	41.953	361.7747	Orion-04236
Lyra	31.4043	-44.2819	26.438	68.1737	390.6063	Lyra-04237
Cygnus	59.788	31.935	-21.5117	74.6222	411.6787	Cygnus-04238
Hydra	-8.8129	-40.6418	-35.5994	55.1659	384.6825	Hydra-04239
Orion	-34.8627	27.3849	14.3195	51.9334	376.2669	Orion-04240
Lyra	10.959	-25.4129	25.4598	46.4949	366.2406	Lyra-04241
Cygnus	57.455	33.6999	-31.7308	73.8439	408.9214	Cygnus-04242
Hydra	-25.5197	-45.1402	-35.6784	69.4809	400.1848	Hydra-04243
Orion	-38.5199	17.2586	-6.9625	49.733	367.0067	Orion-04244
Lyra	42.4156	-40.6252	58.7037	85.6433	438.972	Lyra-04245
Cygnus	52.3968	10.2813	-40.9075	72.454	406.1618	Cygnus-04246
Hydra	-39.2304	-36.8323	-20.2362	58.6808	365.8262	Hydra-04247
Orion	-51.228	22.853	7.1583	64.8548	389.215	Orion-04248
Lyra	5.8152	-16.921	48.721	58.5613	389.9131	Lyra-04249
Cygnus	51.4129	32.809	-35.5146	74.6121	414.9653	Cygnus-04250
Hydra	-15.7899	-37.8295	-40.6905	65.0725	400.2554	Hydra-04251
Orion	-44.6392	19.6726	3.4827	48.9813	372.0639	Orion-04252
Lyra	40.6096	-26.5472	47.5611	73.6404	410.878	Lyra-04253
Cygnus	52.827	30.3733	-30.7662	75.9989	415.9487	Cygnus-04254
Hydra	-34.755	-54.1149	-29.5844	77.4594	419.2754	Hydra-04255
Orion	-45.0325	15.1012	18.688	54.092	383.5364	Orion-04256
Lyra	14.8781	-43.0499	36.2687	62.4317	393.8116	Lyra-04257
Cygnus	46.7445	25.485	-14.8787	56.9604	388.1533	Cygnus-04258
Hydra	-20.8748	-44.1557	-36.2238	62.0057	385.3842	Hydra-04259
Orion	-30.5973	16.0815	17.0495	41.1996	347.7365	Orion-04260
Lyra	10.1878	-13.1112	59.7153	63.2143	392.855	Lyra-04261
Cygnus	42.812	46.6002	-14.9339	67.5868	400.5216	Cygnus-04262
Hydra	-22.8827	-38.8284	-33.0478	60.9371	390.4527	Hydra-04263
Orion	-44.5282	7.9584	7.5591	47.7633	370.5264	Orion-04264
Lyra	36.3844	-41.6711	44.7017	74.7788	408.5731	Lyra-04265
Cygnus	63.4512	19.7481	-27.2464	76.262	414.1319	Cygnus-04266
Hydra	-28.9355	-45.7274	-35.4261	73.4037	412.6405	Hydra-04267
Orion	-62.8202	28.8084	17.4803	75.0947	410.816	Orion-04268
Lyra	9.4	-27.8322	48.8269	60.7774	386.7751	Lyra-04269
Cygnus	54.3462	28.4211	-20.6411	65.2756	407.6601	Cygnus-04270
Hydra	-20.2339	-46.0446	-37.8913	63.0097	396.2538	Hydra-04271
Orion	-56.8258	22.5912	9.3584	66.3371	397.4523	Orion-04272
Lyra	31.0781	-25.6026	37.8036	55.7875	385.7189	Lyra-04273
Cygnus	59.664	34.6025	-17.6802	74.1395	415.4961	Cygnus-04274
Hydra	-27.9869	-42.9717	-41.8132	72.7551	395.6759	Hydra-04275
Orion	-46.3807	21.9567	19.4032	63.7489	386.1937	Orion-04276
Lyra	18.2155	-30.5393	43.3521	64.4723	393.0198	Lyra-04277
Cygnus	64.9755	34.2631	-35.7203	85.2613	432.2555	Cygnus-04278
Hydra	6.1488	-50.3918	-28.6214	60.2113	383.3836	Hydra-04279
Orion	-53.5997	34.8553	5.7489	67.0944	399.4617	Orion-04280
Lyra	13.3068	-35.9163	38.1798	59.0034	380.3581	Lyra-04281
Cygnus	73.6996	29.72	-17.7695	83.6149	431.6765	Cygnus-04282
Hydra	-18.4095	-59.3376	-54.3534	87.4265	438.9462	Hydra-04283
Orion	-41.967	18.7443	6.036	47.8329	360.0719	Orion-04284
Lyra	12.9338	-35.9068	44.2736	65.8092	402.3427	Lyra-04285
Cygnus	47.7379	18.3278	-40.9771	66.7275	401.4921	Cygnus-04286
Hydra	-39.0313	-53.3465	-34.6986	82.4716	430.1101	Hydra-04287
Orion	-32.2265	13.8008	13.6537	46.0352	351.8697	Orion-04288
Lyra	32.9775	-38.3586	32.2333	61.6639	385.5821	Lyra-04289
Cygnus	61.3982	40.4157	-22.54	78.3196	434.8796	Cygnus-04290
Hydra	-21.104	-59.4435	-35.3258	74.4414	412.4812	Hydra-04291
Orion	-36.8635	27.0797	11.7808	47.8209	384.6219	Orion-04292
Lyra	15.3715	-35.0636	47.3098	63.5002	387.4008	Lyra-04293
Cygnus	55.2701	36.5473	-32.3579	78.467	414.3433	Cygnus-04294
Hydra	-16.6936	-46.8706	-38.5893	65.8553	393.7789	Hydra-04295
Orion	-19.4091	28.5513	9.7315	39.3701	347.9603	Orion-04296
Lyra	34.5967	-37.4477	26.0608	62.8586	396.7159	Lyra-04297
Cygnus	59.425	45.4281	-24.5426	86.2145	435.5537	Cygnus-04298
Hydra	-11.39	-67.3727	-32.9059	82.8005	432.4285	Hydra-04299
Orion	-55.4618	22.8629	15.6902	66.4422	386.5385	Orion-04300
Lyra	13.0551	-29.6812	53.6581	69.2284	402.2991	Lyra-04301
Cygnus	51.9779	26.4919	-45.2091	80.3775	432.8918	Cygnus-04302
Hydra	6.1155	-42.5358	-18.8631	47.4021	365.4901	Hydra-04303
Orion	-44.8004	20.1452	6.1613	54.037	374.8596	Orion-04304
Lyra	16.9931	-21.9603	55.8828	68.164	408.3779	Lyra-04305
Cygnus	55.0424	22.8117	-8.2943	62.589	396.8984	Cygnus-04306
Hydra	-27.5921	-61.154	-49.2529	87.7855	439.7067	Hydra-04307
Orion	-52.8574	22.2195	-3.8523	65.0437	406.9857	Orion-04308
Lyra	14.2866	-28.4603	48.5208	61.6811	387.2695	Lyra-04309
Cygnus	59.771	13.9098	-39.2677	80.1422	433.3591	Cygnus-04310
Hydra	-47.9464	-29.3955	-35.018	66.8899	406.5628	Hydra-04311
Orion	-47.9979	15.6052	3.1838	52.4511	369.5531	Orion-04312
Lyra	14.3987	-31.759	31.8634	53.3504	370.6788	Lyra-04313
Cygnus	52.8181	12.8952	-29.5916	67.2841	389.9808	Cygnus-04314
Hydra	-4.1884	-40.1598	-36.8959	59.9995	381.9045	Hydra-04315
Orion	-49.9666	11.9984	3.4468	56.8774	393.4777	Orion-04316
Lyra	23.8906	-38.0514	53.1185	73.5005	403.0235	Lyra-04317
Cygnus	54.625	35.0806	-22.0687	76.6067	425.7895	Cygnus-04318
Hydra	-14.8501	-44.1344	-35.9256	67.2244	393.1931	Hydra-04319
Orion	-55.504	15.68	2.3006	60.688	378.0917	Orion-04320
Lyra	15.1603	-11.9714	44.2293	54.5619	379.2883	Lyra-04321
Cygnus	58.2086	38.2213	-26.6286	82.4344	410.6115	Cygnus-04322
Hydra	-12.6468	-40.9876	-45.3079	70.6305	403.1168	Hydra-04323
Orion	-31.3419	14.5649	24.6282	43.8927	346.7743	Orion-04324
Lyra	7.988	-23.2038	29.1978	45.7662	362.2031	Lyra-04325
Cygnus	54.5837	20.7839	-21.7326	66.3713	397.7635	Cygnus-04326
Hydra	-26.5813	-54.62	-22.6625	73.5872	415.5765	Hydra-04327
Orion	-44.6051	26.0909	25.5102	66.5162	402.5674	Orion-04328
Lyra	26.7345	-16.9023	35.3937	50.2207	367.7613	Lyra-04329
Cygnus	52.7512	15.8368	-46.5381	74.5452	411.4284	Cygnus-04330
Hydra	2.2723	-43.4834	-51.9553	73.4006	411.2429	Hydra-04331
Orion	-65.7961	9.4234	18.7421	71.2323	416.6769	Orion-04332
Lyra	32.8356	-30.7794	47.7306	69.1578	402.7795	Lyra-04333
Cygnus	66.3249	38.9263	-9.1043	81.1958	430.6547	Cygnus-04334
Hydra	-22.1949	-43.0109	-27.4163	63.7334	397.8049	Hydra-04335
Orion	-43.9315	4.0403	5.2462	48.9211	370.7446	Orion-04336
Lyra	48.3241	-41.8301	35.9612	76.5624	426.8058	Lyra-04337
Cygnus	46.7662	29.2028	-16.1257	61.3235	389.4086	Cygnus-04338
Hydra	-13.2109	-45.8622	-45.4231	72.9693	410.5343	Hydra-04339
Orion	-51.0001	22.2627	19.537	62.1942	398.6903	Orion-04340
Lyra	13.3625	-27.3722	41.8221	59.7645	390.666	Lyra-04341
Cygnus	58.2759	23.9996	-23.4791	71.5065	400.7755	Cygnus-04342
Hydra	-19.8395	-41.063	-30.0972	59.4043	383.6404	Hydra-04343
Orion	-4.0618	-0.6909	30.8238	38.6264	350.6326	Orion-04344
Lyra	32.7276	-50.75	42.3862	82.4034	421.7899	Lyra-04345
Cygnus	49.2565	30.9482	-41.6845	73.9753	405.5614	Cygnus-04346
Hydra	-9.1851	-50.0927	-37.874	70.643	409.1174	Hydra-04347
Orion	-43.4922	20.0842	4.1613	48.3595	362.264	Orion-04348
Lyra	4.4027	-41.8047	43.8688	66.7694	396.0375	Lyra-04349
Cygnus	72.7663	30.2061	-37.1346	91.3802	435.963	Cygnus-04350
Hydra	-42.1655	-44.1469	-27.7893	71.4583	401.5415	Hydra-04351
Orion	-35.352	9.7004	17.3691	42.453	360.3053	Orion-04352
Lyra	12.0924	-25.0473	55.0927	62.0956	392.2063	Lyra-04353
Cygnus	56.9993	39.9214	-33.1548	79.776	429.9928	Cygnus-04354
Hydra	-45.2621	-47.295	-42.7269	83.9257	427.9448	Hydra-04355
Orion	-40.6351	24.3203	20.2576	58.9633	386.7761	Orion-04356
Lyra	21.2486	-33.8044	38.1417	56.7353	376.7801	Lyra-04357
Cygnus	45.5924	23.6422	-36.6405	63.4871	385.4207	Cygnus-04358
Hydra	-17.3801	-41.3002	-20.3861	56.0921	376.6691	Hydra-04359
Orion	-47.8515	26.2524	13.3032	57.8986	383.2697	Orion-04360
Lyra	20.0649	-29.1836	54.0456	70.6008	412.7198	Lyra-04361
Cygnus	41.4509	30.6925	-36.0162	71.5086	410.7484	Cygnus-04362
Hydra	-11.1561	-41.2532	-43.6243	63.4742	393.7191	Hydra-04363
Orion	-30.1744	11.917	12.4686	39.4538	351.4508	Orion-04364
Lyra	17.0755	-49.9797	37.3217	72.536	418.3398	Lyra-04365
Cygnus	44.8513	10.4064	-27.547	55.0867	386.8498	Cygnus-04366
Hydra	-24.2257	-52.5647	-20.74	68.1138	401.4561	Hydra-04367
Orion	-48.8648	24.5883	9.395	56.9951	372.726	Orion-04368
Lyra	11.4519	-26.8001	49.1167	64.7563	394.7637	Lyra-04369
Cygnus	37.6704	33.5504	-29.3347	63.6674	397.1336	Cygnus-04370
Hydra	-27.1257	-57.0691	-38.0536	82.597	423.421	Hydra-04371
Orion	-68.1657	14.0572	13.1096	75.3298	408.8727	Orion-04372
Lyra	18.8675	-25.1142	35.7486	50.6475	375.0193	Lyra-04373
Cygnus	45.1975	44.0939	-27.3035	72.5773	409.9139	Cygnus-04374
Hydra	-15.3895	-43.018	-34.8183	61.7069	386.8945	Hydra-04375
Orion	-52.7069	20.7647	-8.4581	65.2328	389.365	Orion-04376
Lyra	23.1904	-18.4045	41.7763	58.5163	384.6089	Lyra-04377
Cygnus	53.9907	19.2508	-15.843	65.8994	387.7227	Cygnus-04378
Hydra	-27.5325	-53.888	-40.6038	80.1633	417.604	Hydra-04379
Orion	-24.1492	16.5985	10.6886	38.3115	346.763	Orion-04380
Lyra	9.8504	-26.1487	48.5632	64.9278	403.8663	Lyra-04381
Cygnus	60.7043	23.1039	-26.4976	74.2212	412.3943	Cygnus-04382
Hydra	-15.1643	-37.1342	-35.8253	58.2276	386.564	Hydra-04383
Orion	-29.0126	21.9692	-6.5562	43.8368	371.8933	Orion-04384
Lyra	16.1166	-35.0156	47.2064	63.3171	390.3202	Lyra-04385
Cygnus	40.0909	28.2377	-46.4963	76.2116	415.3063	Cygnus-04386
Hydra	-23.4272	-56.0763	-24.7358	71.7457	415.6847	Hydra-04387
Orion	-27.4979	42.8193	15.9153	59.0074	378.2734	Orion-04388
Lyra	19.1654	-28.4728	50.7263	62.639	387.5308	Lyra-04389
Cygnus	37.6732	23.5034	-33.1137	61.2923	389.4715	Cygnus-04390
Hydra	-17.0177	-56.0516	-22.8755	68.7259	411.8346	Hydra-04391
Orion	-67.6254	19.4898	-0.9732	79.0761	428.8989	Orion-04392
Lyra	27.1494	-29.8467	38.4081	60.035	388.9596	Lyra-04393
Cygnus	63.4553	40.0292	-37.3077	85.8688	439.8825	Cygnus-04394
Hydra	-21.5667	-27.9115	-46.9099	64.6439	386.3923	Hydra-04395
Orion	-49.3002	13.3228	23.216	56.4962	384.411	Orion-04396
Lyra	10.4453	-30.5129	31.5654	52.1743	366.0591	Lyra-04397
Cygnus	76.4724	7.7091	-21.8911	83.9315	436.3077	Cygnus-04398
Hydra	-14.1125	-55.4973	-35.1054	74.7265	404.3036	Hydra-04399
Orion	-56.1232	0.6336	19.9134	65.2438	400.5949	Orion-04400
Lyra	11.285	-47.8854	20.112	56.3666	386.2547	Lyra-04401
Cygnus	41.9552	17.798	-39.0943	66.6971	393.9811	Cygnus-04402
Hydra	-31.3187	-47.1139	-34.4216	69.5313	406.9387	Hydra-04403
Orion	-48.5125	17.7018	19.0472	57.8191	383.1627	Orion-04404
Lyra	17.5943	-30.7147	47.7344	60.7981	388.0892	Lyra-04405
Cygnus	55.4248	42.2258	-26.4104	78.12	422.3269	Cygnus-04406
Hydra	-11.8264	-46.2958	-41.6085	71.7691	404.8675	Hydra-04407
Orion	-47.2367	17.0963	28.4323	65.6284	400.1289	Orion-04408
Lyra	5.8686	-27.0949	68.8682	76.328	421.4812	Lyra-04409
Cygnus	68.1406	26.9661	-29.8391	83.7359	426.6726	Cygnus-04410
Hydra	-20.1913	-25.2349	-40.1648	59.7877	385.3614	Hydra-04411
Orion	-22.5407	16.9887	-4.0118	37.0935	352.2481	Orion-04412
Lyra	22.687	-34.1512	45.0836	63.8124	398.0248	Lyra-04413
Cygnus	55.8948	40.5967	-36.5993	81.3738	416.1895	Cygnus-04414
Hydra	-5.7855	-49.5247	-35.8918	69.6262	401.9141	Hydra-04415
Orion	-52.4575	2.9262	13.5691	62.9186	400.3721	Orion-04416
